id,author,publisher,booktitle,language,mainImage,price,quantity,desc
8338,"Alan    Richardson, Karen Tack",2008,"Hello, Cupcake",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8339,Larry Correia,2010,"Monster Hunter Vendetta (Monster Hunter International, #2)",eng,https://images.gr-assets.com/books/1327904153m/7683254.jpg,30000,50,Ok
8340,Maeve Binchy,2004,Nights of Rain and Stars,en-GB,https://images.gr-assets.com/books/1355496059m/41958.jpg,30000,50,Ok
8341,Lincoln Peirce,2009,"Big Nate on a Roll (Big Nate Novels, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8342,Catherine Bybee,2011,"Wife by Wednesday (The Weekday Brides, #1)",eng,https://images.gr-assets.com/books/1355031471m/12546674.jpg,30000,50,Ok
8343,"Dick Riley, Pam McAllister, Bruce Cassiday",1979,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie",en-US,https://images.gr-assets.com/books/1409153866m/824318.jpg,30000,50,Ok
8344,L.A. Casey,2014,"Dominic (Slater Brothers, #1)",eng,https://images.gr-assets.com/books/1395291295m/21473305.jpg,30000,50,Ok
8345,Kresley Cole,2012,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",eng,https://images.gr-assets.com/books/1336161703m/12988016.jpg,30000,50,Ok
8346,Kelly Corrigan,2014,Glitter and Glue,eng,https://images.gr-assets.com/books/1403166272m/17910544.jpg,30000,50,Ok
8347,"Walter Lord, Nathaniel Philbrick",1955,A Night to Remember,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8348,Brady Udall,2010,The Lonely Polygamist,en-US,https://images.gr-assets.com/books/1459640976m/6944566.jpg,30000,50,Ok
8349,Carl Hiaasen,1995,Stormy Weather,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8350,"Richard Russo, Arthur Morey",2009,That Old Cape Magic,eng,https://images.gr-assets.com/books/1320442735m/6303733.jpg,30000,50,Ok
8351,Maya Banks,2010,"The Darkest Hour (KGI, #1)",eng,https://images.gr-assets.com/books/1327927870m/6634409.jpg,30000,50,Ok
8352,Donald Ray Pollock,2011,The Devil All the Time,eng,https://images.gr-assets.com/books/1320561517m/10108463.jpg,30000,50,Ok
8353,Saroo Brierley,2013,A Long Way Home,eng,https://images.gr-assets.com/books/1371983160m/18111281.jpg,30000,50,Ok
8354,Erin Hunter,2006,"Twilight (Warriors: The New Prophecy, #5)",en-US,https://images.gr-assets.com/books/1363786463m/252938.jpg,30000,50,Ok
8355,Orhan Pamuk,2003,Istanbul: Memories and the City,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8356,"Clare Naylor, Mimi Hare",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8357,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,Martin Chuzzlewit,eng,https://images.gr-assets.com/books/1334392783m/1990.jpg,30000,50,Ok
8358,John Marsden,1996,"Darkness, Be My Friend (Tomorrow, #4)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8359,Stephen King,2009,UR,eng,https://images.gr-assets.com/books/1295433746m/6251012.jpg,30000,50,Ok
8360,James A. Michener,1947,Tales of the South Pacific,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8361,V.S. Naipaul,1979,A Bend in the River,eng,https://images.gr-assets.com/books/1353691563m/5845.jpg,30000,50,Ok
8362,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,eng,https://images.gr-assets.com/books/1453060710m/25852784.jpg,30000,50,Ok
8363,Sarah J. Maas,2012,"The Assassin and the Empire (Throne of Glass, #0.5)",eng,https://images.gr-assets.com/books/1341877441m/13565676.jpg,30000,50,Ok
8364,Abbi Glines,2013,"Misbehaving (Sea Breeze, #6)",eng,https://images.gr-assets.com/books/1415353706m/17835773.jpg,30000,50,Ok
8365,Genevieve Cogman,2015,"The Invisible Library (The Invisible Library, #1)",eng,https://images.gr-assets.com/books/1416823893m/21416690.jpg,30000,50,Ok
8366,Anne Tyler,1991,Saint Maybe,en-US,https://images.gr-assets.com/books/1453274893m/112322.jpg,30000,50,Ok
8367,"Marjane Satrapi, Anjali Singh",2006,Embroideries,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8368,Mary Downing Hahn,2007,Deep and Dark and Dangerous (A Ghost Story),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8369,"Melissa Anelli, J.K. Rowling",2008,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8370,Francisco X. Stork,2008,Marcelo in the Real World,eng,https://images.gr-assets.com/books/1328838330m/3700085.jpg,30000,50,Ok
8371,Stephen King,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8372,Tere Liye,2010,Daun Yang Jatuh Tak Pernah Membenci Angin,ind,https://images.gr-assets.com/books/1485759293m/8343444.jpg,30000,50,Ok
8373,Brandon Sanderson,2007,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",eng,https://images.gr-assets.com/books/1332516621m/623976.jpg,30000,50,Ok
8374,Jeffrey Brown,2012,Darth Vader and Son,eng,https://images.gr-assets.com/books/1392020416m/13163846.jpg,30000,50,Ok
8375,Daniel C. Dennett,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8376,Andrzej Sapkowski,1999,"Pani Jeziora (Saga o Wiedźminie, #7)",pol,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8377,C.J. Box,2001,"Open Season (Joe Pickett, #1)",en-US,https://images.gr-assets.com/books/1255789732m/244102.jpg,30000,50,Ok
8378,Shannon Hale,2012,"Palace of Stone (Princess Academy, #2)",eng,https://images.gr-assets.com/books/1345726316m/12926132.jpg,30000,50,Ok
8379,Jill Alexander Essbaum,2015,Hausfrau,eng,https://images.gr-assets.com/books/1419180448m/22725443.jpg,30000,50,Ok
8380,Amanda Brown,2001,Legally Blonde,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8381,Susan Dennard,2016,"Truthwitch (The Witchlands, #1)",eng,https://images.gr-assets.com/books/1428675822m/21414439.jpg,30000,50,Ok
8382,Gavin Menzies,2002,1421: The Year China Discovered America,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8383,"Hope Larson, Madeleine L'Engle",2012,A Wrinkle in Time: The Graphic Novel,eng,https://images.gr-assets.com/books/1334801023m/13513205.jpg,30000,50,Ok
8384,Nora Ephron,1983,Heartburn,eng,https://images.gr-assets.com/books/1386647458m/225343.jpg,30000,50,Ok
8385,Liza Klaussmann,2012,Tigers in Red Weather,eng,https://images.gr-assets.com/books/1336156424m/13528417.jpg,30000,50,Ok
8386,Ken Follett,2002,Hornet Flight,en-US,https://images.gr-assets.com/books/1309202400m/92375.jpg,30000,50,Ok
8387,"Henning Mankell, Laurie Thompson",1993,"The White Lioness (Kurt Wallander, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8388,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)",en-US,https://images.gr-assets.com/books/1324543424m/28485.jpg,30000,50,Ok
8389,Sherman Alexie,2007,Flight,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8390,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,Philosophical Investigations,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8391,Carrie Jones,2012,"Endure (Need, #4)",eng,https://images.gr-assets.com/books/1330073413m/9915707.jpg,30000,50,Ok
8392,Claire Contreras,2015,"Kaleidoscope Hearts (Hearts, #1)",eng,https://images.gr-assets.com/books/1421251011m/23545800.jpg,30000,50,Ok
8393,Bernard Cornwell,1996,"Enemy of God (The Warlord Chronicles, #2)",en-US,https://images.gr-assets.com/books/1311985643m/68524.jpg,30000,50,Ok
8394,Harper Sloan,2013,"Cage (Corps Security, #2)",eng,https://images.gr-assets.com/books/1395241820m/21518679.jpg,30000,50,Ok
8395,Tarryn Fisher,2014,Mud Vein,eng,https://images.gr-assets.com/books/1379536072m/18246727.jpg,30000,50,Ok
8396,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8397,James Rollins,2003,Ice Hunt,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8398,Laurell K. Hamilton,2006,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8399,Jeffrey Archer,1983,First Among Equals,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8400,Stephen Hawking,1993,Black Holes and Baby Universes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8401,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8402,Nalini Singh,2011,"Archangel's Blade (Guild Hunter, #4)",,https://images.gr-assets.com/books/1327877499m/8074967.jpg,30000,50,Ok
8403,Will Durant,1926,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8404,Elaine Pagels,1979,The Gnostic Gospels,en-US,https://images.gr-assets.com/books/1403187711m/110763.jpg,30000,50,Ok
8405,Jonathan Tropper,2007,How to Talk to a Widower,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8406,Edgar Rice Burroughs,1913,"The Gods of Mars (Barsoom, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8407,"Vince Flynn, Kyle Mills, Armand Schultz",2015,"The Survivor (Mitch Rapp, #14)",eng,https://images.gr-assets.com/books/1443534014m/17570105.jpg,30000,50,Ok
8408,Nalini Singh,2011,Kiss of Snow (Psy-Changeling #10),eng,https://images.gr-assets.com/books/1417116892m/8712343.jpg,30000,50,Ok
8409,Roxane Gay,2014,An Untamed State,eng,https://images.gr-assets.com/books/1395145925m/18467818.jpg,30000,50,Ok
8410,Tim Winton,2008,Breath,,https://images.gr-assets.com/books/1317792624m/2176735.jpg,30000,50,Ok
8411,American Psychiatric Association,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8412,Laurie R. King,1995,"A Monstrous Regiment of Women (Mary Russell, #2)",eng,https://images.gr-assets.com/books/1334169424m/104737.jpg,30000,50,Ok
8413,Orson Scott Card,1995,"Alvin Journeyman (Tales of Alvin Maker, #4)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8414,Elizabeth Wein,2013,"Rose Under Fire (Code Name Verity, #2)",eng,https://images.gr-assets.com/books/1368219053m/17262236.jpg,30000,50,Ok
8415,"Kiyohiko Azuma, あずま きよひこ",2003,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",eng,https://images.gr-assets.com/books/1284943754m/511240.jpg,30000,50,Ok
8416,"Black Elk, John G. Neihardt",1932,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,en-GB,https://images.gr-assets.com/books/1328819916m/35476.jpg,30000,50,Ok
8417,Ben Mezrich,2009,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",en-US,https://images.gr-assets.com/books/1320527444m/6326920.jpg,30000,50,Ok
8418,Jeffery Deaver,2007,"The Sleeping Doll (Kathryn Dance, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8419,Christine Feehan,2002,"Dark Legend (Dark, #8)",eng,https://images.gr-assets.com/books/1330425833m/252999.jpg,30000,50,Ok
8420,"Jeph Loeb, Jim Lee, Scott Williams",2002,"Batman: Hush, Vol. 1",eng,https://images.gr-assets.com/books/1460914534m/107017.jpg,30000,50,Ok
8421,Heather Gudenkauf,2012,One Breath Away,eng,https://images.gr-assets.com/books/1333763497m/13112023.jpg,30000,50,Ok
8422,Greg Iles,2009,The Devil's Punchbowl,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8423,Sara Ryan,2001,"Empress of the World (Battle Hall Davies, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8424,Jim Butcher,2008,"Welcome to the Jungle (The Dresden Files, #0.5)",eng,https://images.gr-assets.com/books/1320418408m/2637138.jpg,30000,50,Ok
8425,Connie Willis,2010,"Blackout (All Clear, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8426,Bella Forrest,2013,"A Blaze of Sun (A Shade of Vampire, #5)",eng,https://images.gr-assets.com/books/1375299988m/18191814.jpg,30000,50,Ok
8427,Alice Hoffman,2011,The Red Garden,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8428,Jean de Brunhoff,1933,Babar the King,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8429,Gordon Korman,2012,Ungifted,eng,https://images.gr-assets.com/books/1340757270m/13623777.jpg,30000,50,Ok
8430,Michael Frayn,1982,Noises Off,,https://images.gr-assets.com/books/1320486520m/160194.jpg,30000,50,Ok
8431,Harlan Coben,1999,The Final Detail (Myron Bolitar #6),eng,https://images.gr-assets.com/books/1300230473m/372384.jpg,30000,50,Ok
8432,Dan Simmons,2005,"Olympos (Ilium, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8433,Tom Standage,2005,A History of the World in 6 Glasses,en-US,https://images.gr-assets.com/books/1415681601m/3872.jpg,30000,50,Ok
8434,Karen   White,2015,The Sound of Glass,eng,https://images.gr-assets.com/books/1446574357m/23398961.jpg,30000,50,Ok
8435,Robert Hicks,2005,The Widow of the South,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8436,Jennifer L. Armentrout,2013,Obsession,eng,https://images.gr-assets.com/books/1368003139m/14060046.jpg,30000,50,Ok
8437,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous,,https://images.gr-assets.com/books/1406505682m/10790276.jpg,30000,50,Ok
8438,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant,eng,https://images.gr-assets.com/books/1320520056m/6345760.jpg,30000,50,Ok
8439,Anne Tyler,2001,Back When We Were Grownups,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8440,James Joyce,1914,The Dead,eng,https://images.gr-assets.com/books/1456153413m/23289.jpg,30000,50,Ok
8441,"محمد المنسي قنديل, Mohamed Mansi Qandil",2004,قمر على سمرقند,ara,https://images.gr-assets.com/books/1288464594m/5607622.jpg,30000,50,Ok
8442,Aleatha Romig,2013,"Convicted (Consequences, #3)",eng,https://images.gr-assets.com/books/1378036825m/16150996.jpg,30000,50,Ok
8443,Bree Despain,2010,"The Lost Saint (The Dark Divine, #2)",eng,https://images.gr-assets.com/books/1327883674m/7831742.jpg,30000,50,Ok
8444,Dean Koontz,2009,Relentless,en-US,https://images.gr-assets.com/books/1320399029m/4946005.jpg,30000,50,Ok
8445,Stephen R. Lawhead,1987,"Taliesin (The Pendragon Cycle, #1)",eng,https://images.gr-assets.com/books/1170843303m/73906.jpg,30000,50,Ok
8446,Carl Hiaasen,2002,Basket Case,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8447,حسن كمال,2013,المرحوم,ara,https://images.gr-assets.com/books/1376392753m/18323154.jpg,30000,50,Ok
8448,Orson Scott Card,1992,"The Memory of Earth (Homecoming, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8449,Dolen Perkins-Valdez,2009,Wench,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8450,Karen Chance,2009,"Curse the Dawn (Cassandra Palmer, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8451,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds,,https://images.gr-assets.com/books/1266101982m/26661.jpg,30000,50,Ok
8452,Michael Ondaatje,1987,In the Skin of a Lion,,https://images.gr-assets.com/books/1405864361m/5946.jpg,30000,50,Ok
8453,Jodi Picoult,2014,Where There's Smoke,en-US,https://images.gr-assets.com/books/1401375667m/22131009.jpg,30000,50,Ok
8454,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,eng,https://images.gr-assets.com/books/1297699934m/5559.jpg,30000,50,Ok
8455,Shel Silverstein,1981,The Missing Piece Meets the Big O ,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8456,"Milan Kundera, Aaron Asher",1969,Life is Elsewhere,eng,https://images.gr-assets.com/books/1327945876m/44559.jpg,30000,50,Ok
8457,Anna Quindlen,2002,Blessings,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8458,Gena Showalter,2012,"Wicked Nights (Angels of the Dark, #1)",eng,https://images.gr-assets.com/books/1320067374m/12900491.jpg,30000,50,Ok
8459,Pittacus Lore,2011,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",eng,https://images.gr-assets.com/books/1363281063m/11237412.jpg,30000,50,Ok
8460,Mercedes Lackey,1990,Magic's Promise (Valdemar: Last Herald-Mage #2),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8461,Lisa Scottoline,2016,Most Wanted,eng,https://images.gr-assets.com/books/1443635774m/25773504.jpg,30000,50,Ok
8462,Meg Cabot,2012,"Underworld (Abandon, #2)",eng,https://images.gr-assets.com/books/1319987494m/10799881.jpg,30000,50,Ok
8463,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8464,Rosamunde Pilcher,1995,Coming Home,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8465,"Tim LaHaye, Jerry B. Jenkins",2004,"Glorious Appearing: The End of Days (Left Behind, #12)",eng,https://images.gr-assets.com/books/1402100211m/133767.jpg,30000,50,Ok
8466,خالد الباتلي,2010,ليتها تقرأ,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8467,John Sandford,2013,"Silken Prey (Lucas Davenport, #23)",eng,https://images.gr-assets.com/books/1355077509m/16158527.jpg,30000,50,Ok
8468,John Sandford,2012,"Mad River (Virgil Flowers, #6)",eng,https://images.gr-assets.com/books/1341499403m/13593555.jpg,30000,50,Ok
8469,Anita Brookner,1984,Hotel du Lac,eng,https://images.gr-assets.com/books/1346713260m/251665.jpg,30000,50,Ok
8470,Pat Barker,1995,"The Ghost Road (Regeneration, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8471,Mark Twain,1893,Pudd'nhead Wilson,eng,https://images.gr-assets.com/books/1473261603m/682793.jpg,30000,50,Ok
8472,"Aristotle, Joe Sachs",-330,Metaphysics,,https://images.gr-assets.com/books/1355049704m/208036.jpg,30000,50,Ok
8473,Emily Murdoch,2013,If You Find Me,eng,https://images.gr-assets.com/books/1369597694m/15793231.jpg,30000,50,Ok
8474,Carl Hiaasen,1991,"Native Tongue (Skink, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8475,Sandra Dallas,1995,The Persian Pickle Club,en-US,https://images.gr-assets.com/books/1311998766m/128940.jpg,30000,50,Ok
8476,Rachel Vincent,2009,"My Soul to Save (Soul Screamers, #2)",en-US,https://images.gr-assets.com/books/1255722532m/6763961.jpg,30000,50,Ok
8477,Jill Murphy,,"The Worst Witch (Worst Witch, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8478,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8479,Siri Hustvedt,2002,What I Loved,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8480,Andrea Hirata,2008,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",ind,https://images.gr-assets.com/books/1271605823m/4212386.jpg,30000,50,Ok
8481,Ellen Hopkins,2012,Tilt,eng,https://images.gr-assets.com/books/1346263814m/11133791.jpg,30000,50,Ok
8482,Todd J. McCaffrey,2008,"Dragonheart (Pern, #21)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8483,J.C. Reed,2013,"Conquer Your Love (Surrender Your Love, #2)",eng,https://images.gr-assets.com/books/1370248780m/17569860.jpg,30000,50,Ok
8484,Brian Jacques,1996,"Pearls of Lutra (Redwall, #9)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8485,"Ken Robinson, Lou Aronica",2009,The Element: How Finding Your Passion Changes Everything,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8486,Geraldine Brooks,2015,The Secret Chord,eng,https://images.gr-assets.com/books/1428406962m/24611425.jpg,30000,50,Ok
8487,Rick Riordan,2014,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),eng,https://images.gr-assets.com/books/1397002787m/18752959.jpg,30000,50,Ok
8488,Amy Harmon,2013,A Different Blue,eng,https://images.gr-assets.com/books/1364846607m/17443673.jpg,30000,50,Ok
8489,Chuck Klosterman,2008,Downtown Owl,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8490,William C. Dietz,2003,Halo: The Flood,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8491,Terry Brooks,2001,"Antrax (Voyage of the Jerle Shannara, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8492,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,eng,https://images.gr-assets.com/books/1403183272m/676.jpg,30000,50,Ok
8493,Anna Carey,2012,"Once (Eve, #2)",en-US,https://images.gr-assets.com/books/1321127130m/12924253.jpg,30000,50,Ok
8494,Samantha Young,2013,"Into the Deep (Into the Deep, #1)",eng,https://images.gr-assets.com/books/1373117694m/17970255.jpg,30000,50,Ok
8495,Lois McMaster Bujold,1994,"Mirror Dance (Vorkosigan Saga, #8)",en-US,https://images.gr-assets.com/books/1297831387m/61909.jpg,30000,50,Ok
8496,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8497,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An epic search for truth,en-US,https://images.gr-assets.com/books/1312031956m/6493321.jpg,30000,50,Ok
8498,Laurent Binet,2009,HHhH,fre,https://images.gr-assets.com/books/1490084601m/7992363.jpg,30000,50,Ok
8499,Kate Andersen Brower,2015,The Residence: Inside the Private World of the White House,,https://images.gr-assets.com/books/1406045992m/22693222.jpg,30000,50,Ok
8500,Jennifer L. Armentrout,2014,"Stone Cold Touch (The Dark Elements, #2)",eng,https://images.gr-assets.com/books/1394110942m/17455815.jpg,30000,50,Ok
8501,Lori Nelson Spielman,2013,The Life List,eng,https://images.gr-assets.com/books/1354593069m/16127237.jpg,30000,50,Ok
8502,Kelley Armstrong,2013,"The Rising (Darkness Rising, #3)",eng,https://images.gr-assets.com/books/1340062496m/11864728.jpg,30000,50,Ok
8503,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: The Decline of a Family,eng,https://images.gr-assets.com/books/1337128414m/80890.jpg,30000,50,Ok
8504,Anton Chekhov,1897,Uncle Vanya,eng,https://images.gr-assets.com/books/1443337895m/231560.jpg,30000,50,Ok
8505,"James Patterson, Richard DiLallo",2011,The Christmas Wedding,eng,https://images.gr-assets.com/books/1327889901m/10844125.jpg,30000,50,Ok
8506,T.A. Barron,1996,"The Lost Years (The Lost Years of Merlin, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8507,Maria V. Snyder,2009,"Storm Glass (Glass, #1)",eng,https://images.gr-assets.com/books/1327899480m/6080889.jpg,30000,50,Ok
8508,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea",eng,https://images.gr-assets.com/books/1302898449m/11229.jpg,30000,50,Ok
